Id,Label
2804,16
2805,7
2806,2
2807,2
2808,2 42
2809,2
2810,2
2811,23
2812,2 42
2813,17
2814,28
2815,13
2816,81
2817,17
2818,17
2819,17
2820,17
2821,5
2822,19
2823,23
2824,17
2825,2
2826,42
2827,2 42
2828,2
2829,19
2830,17
2831,40
2832,13
2833,9
2834,62
2835,2
2836,13 29
2837,21 34
2838,6
2839,37
2840,37
2841,19
2842,2
2843,19
2844,32
2845,23
2846,35 55
2847,35
2848,1 23 29
2849,32
2850,19
2851,37
2852,37
2853,32
2854,29
2855,14
2856,2 42
2857,7 15
2858,37
2859,33
2860,17
2861,17
2862,37
2863,8
2864,37
2865,37
2866,10
2867,45
2868,2
2869,23 35
2870,17
2871,2
2872,7
2873,7
2874,35
2875,2 42
2876,2
2877,2
2878,19
2879,19 26
2880,42
2881,2
2882,42
2883,2
2884,37
2885,2
2886,2
2887,42
2888,19 26
2889,37
2890,37
2891,37
2892,37
2893,2
2894,42
2895,2
2896,2
2897,2
2898,1 12
2899,35
2900,2
2901,2
2902,23
2903,2
2904,55
2905,37
2906,3
2907,2 42
2908,2 42
2909,42
2910,23
2911,19
2912,26
2913,70
2914,48
2915,13 29
2916,30
2917,20
2918,3
2919,2
2920,9
2921,9
2922,23
2923,28
2924,15
2925,3
2926,21
2927,9
2928,1
2929,26
2930,13 14 29 50
2931,16
2932,21
2933,13
2934,1
2935,4
2936,17
2937,37
2938,37
2939,37
2940,17
2941,37
2942,32 43
2943,26
2944,13
2945,34
2946,13 91
2947,13
2948,1
2949,13
2950,29
2951,37
2952,16
2953,37
2954,43
2955,37
2956,37
2957,17
2958,14 50 98
2959,78
2960,1
2961,1
2962,4
2963,1 12
2964,1
2965,42
2966,43
2967,43
2968,43
2969,1
2970,26
2971,23
2972,40
2973,29
2974,37 48
2975,56
2976,17
2977,13
2978,23 85 86
2979,4 13
2980,13 14 27 50
2981,1
2982,23
2983,21
2984,59
2985,37 48
2986,13
2987,21
2988,20
2989,79
2990,37
2991,4
2992,84
2993,17
2994,17
2995,36
2996,26
2997,37
2998,2
2999,16
3000,13
3001,7
3002,23
3003,43
3004,1
3005,15
3006,27
3007,2
3008,16
3009,4 7 13
3010,1
3011,1
3012,16
3013,16
3014,16
3015,37
3016,38
3017,4 13
3018,38
3019,1
3020,14
3021,4
3022,29
3023,17
3024,17
3025,17
3026,4
3027,2 4
3028,13
3029,3
3030,3 64
3031,28
3032,35
3033,1
3034,41
3035,37
3036,37
3037,19
3038,37
3039,23
3040,13
3041,17
3042,17
3043,17
3044,17
3045,17
3046,16
3047,1 12
3048,2
3049,2
3050,16
3051,4
3052,43
3053,13
3054,13 29
3055,43
3056,1
3057,4 14 36
3058,13
3059,1
3060,23
3061,1
3062,1
3063,1
3064,35
3065,35
3066,55
3067,1
3068,2
3069,40
3070,23
3071,14
3072,13
3073,17
3074,13
3075,20
3076,17
3077,3
3078,15
3079,26
3080,9
3081,13
3082,13
3083,4 42
3084,8
3085,13
3086,2
3087,21
3088,43 58
3089,22
3090,13
3091,59
3092,34
3093,15
3094,13
3095,19
3096,1
3097,1
3098,17
3099,35
3100,17
3101,1
3102,1
3103,17
3104,1
3105,1
3106,1
3107,1
3108,17 83
3109,7
3110,16
3111,16
3112,1
3113,1
3114,16
3115,19
3116,38
3117,2 21
3118,2
3119,13
3120,65
3121,8
3122,59
3123,15
3124,3 28
3125,15
3126,38
3127,35
3128,7 28
3129,18
3130,14
3131,26
3132,3 14 28
3133,26
3134,17
3135,17
3136,17
3137,71
3138,1
3139,2
3140,37 48
3141,1
3142,7
3143,26
3144,15
3145,8
3146,85 86
3147,4
3148,29
3149,3
3150,21
3151,5
3152,17
3153,17
3154,17
3155,17
3156,17
3157,17
3158,3
3159,37
3160,8
3161,14
3162,32
3163,9
3164,9
3165,9
3166,3 14 15 26 29 32
3167,70
3168,9
3169,8
3170,21 34
3171,29
3172,32
3173,15 26
3174,29
3175,3
3176,8
3177,29
3178,3
3179,43
3180,51
3181,7
3182,15
3183,35
3184,15
3185,15
3186,15
3187,15
3188,15
3189,21 34
3190,29
3191,25
3192,32
3193,17
3194,25
3195,48
3196,34
3197,4
3198,13 14
3199,21
3200,4
3201,13
3202,37
3203,14
3204,13
3205,14
3206,13
3207,4 41
3208,15
3209,4
3210,31
3211,15
3212,2 13
3213,15
3214,32
3215,13
3216,37 48
3217,13
3218,13
3219,77
3220,37
3221,23
3222,2 42
3223,2
3224,13
3225,13
3226,13
3227,14
3228,14
3229,13
3230,25
3231,2
3232,37
3233,23
3234,14
3235,78
3236,32
3237,37
3238,14
3239,13
3240,35
3241,13
3242,2
3243,13
3244,13
3245,5
3246,15
3247,13
3248,3
3249,35
3250,37
3251,13
3252,31
3253,19
3254,13
3255,7
3256,13
3257,3
3258,13
3259,13
3260,23 29
3261,2
3262,13
3263,50
3264,59
3265,1
3266,1 12
3267,4
3268,4
3269,1
3270,13
3271,37
3272,19
3273,13 21 29
3274,14 50
3275,13
3276,37
3277,23
3278,13
3279,43
3280,43
3281,4 32 55
3282,38
3283,15
3284,32
3285,2 13 14
3286,9
3287,13
3288,22
3289,2
3290,2
3291,19
3292,32
3293,19
3294,1
3295,29 35 55
3296,4
3297,29
3298,1
3299,35
3300,14
3301,3
3302,20
3303,2
3304,21
3305,48
3306,1
3307,2
3308,2
3309,13
3310,37
3311,19
3312,15
3313,15
3314,20
3315,21 34
3316,15
3317,21
3318,31
3319,1 12
3320,8 70
3321,13 38
3322,32
3323,13
3324,65
3325,1
3326,21
3327,2
3328,13
3329,4 36
3330,1
3331,5 8
3332,37
3333,37
3334,5 8
3335,37
3336,7
3337,14 44
3338,1
3339,19
3340,37 48
3341,37
3342,37
3343,16
3344,16
3345,29
3346,37
3347,37
3348,23
3349,35
3350,31
3351,13
3352,1
3353,1
3354,59
3355,37 48
3356,37
3357,32
3358,4 21
3359,23
3360,1
3361,1
3362,1
3363,1
3364,41
3365,23
3366,9
3367,79
3368,13
3369,2 42
3370,2
3371,2
3372,13
3373,13
3374,3 13
3375,14
3376,7 9
3377,2 42
3378,35
3379,55
3380,79
3381,31
3382,15
3383,15
3384,14
3385,9 43
3386,37
3387,37
3388,39 40
3389,1
3390,4 44
3391,1
3392,3
3393,9
3394,14
3395,2
3396,13
3397,13
3398,13
3399,23
3400,13
3401,20
3402,37
3403,13
3404,16
3405,22
3406,8
3407,65
3408,16
3409,21
3410,29
3411,4 8 38
3412,29
3413,35
3414,62
3415,43
3416,7
3417,4
3418,2
3419,35
3420,22
3421,2
3422,22
3423,31
3424,13
3425,14
3426,31
3427,13
3428,1
3429,1
3430,35
3431,23
3432,29
3433,32
3434,35
3435,58 65
3436,20
3437,59
3438,59
3439,1
3440,16
3441,14
3442,43
3443,21
3444,7
3445,7
3446,19
3447,2
3448,2 9
3449,19
3450,17
3451,3
3452,1
3453,1
3454,7
3455,3
3456,19
3457,35
3458,3
3459,18
3460,3
3461,1
3462,2 42
3463,2
3464,1
3465,1
3466,1
3467,26
3468,1
3469,32
3470,1
3471,21
3472,1
3473,26
3474,1
3475,13
3476,37
3477,38
3478,35
3479,2
3480,19
3481,5
3482,23
3483,2 42
3484,20
3485,56
3486,20
3487,2 13
3488,7
3489,28
3490,9
3491,9
3492,42
3493,2
3494,20
3495,20
3496,1
3497,29
3498,35
3499,23
3500,44
3501,3
3502,16
3503,16
3504,13
3505,23
3506,13
3507,2 13
3508,13
3509,31
3510,1
3511,3
3512,59
3513,37
3514,23
3515,31
3516,2
3517,4
3518,20
3519,32 38
3520,2 42
3521,42
3522,2
3523,13
3524,37
3525,7
3526,2 23 35 52
3527,2
3528,13
3529,2
3530,29
3531,13
3532,19
3533,3 13 38
3534,2
3535,4
3536,13
3537,2
3538,13
3539,16
3540,3
3541,2
3542,2
3543,2
3544,20
3545,29
3546,13
3547,13 25
3548,3
3549,7
3550,13 18 43
3551,13
3552,13
3553,13
3554,37
3555,37
3556,4
3557,19
3558,13
3559,4 13
3560,13
3561,16
3562,20
3563,7
3564,43
3565,7
3566,8
3567,36
3568,13
3569,2 13
3570,7 43
3571,4 13
3572,7
3573,15
3574,43
3575,32 55
3576,19
3577,37
3578,37
3579,37
3580,8 13
3581,14
3582,31
3583,13
3584,13
3585,50
3586,23
3587,3
3588,2 15 26 29
3589,13
3590,13
3591,40
3592,13
3593,32
3594,9
3595,41
3596,4 38
3597,9
3598,16
3599,4 26 62
3600,13
3601,13
3602,7
3603,71
3604,13
3605,13
3606,13
3607,13
3608,13 21
3609,13
3610,2
3611,13
3612,13
3613,16
3614,11
3615,35
3616,29
3617,21 34
3618,2
3619,9
3620,31
3621,2 31
3622,1
3623,1
3624,16
3625,9 14
3626,22
3627,14
3628,26
3629,2 42
3630,13 38
3631,21 34
3632,26
3633,38
3634,14
3635,37
3636,50
3637,41
3638,41
3639,25
3640,44
3641,13
3642,13
3643,13 36
3644,36
3645,2
3646,13
3647,21
3648,4 38
3649,38
3650,3
3651,21
3652,13
3653,13
3654,2
3655,52
3656,27
3657,17
3658,7
3659,13
3660,32
3661,43
3662,28 43
3663,32
3664,32
3665,37
3666,4
3667,26 28
3668,9 26 43
3669,14 36 38
3670,15
3671,2
3672,2 42
3673,50
3674,36
3675,45
3676,4 13 38
3677,23
3678,2
3679,29
3680,13
3681,14
3682,43
3683,37
3684,37 48
3685,13 14 27
3686,40
3687,25
3688,26
3689,1
3690,3
3691,13
3692,16
3693,16
3694,19
3695,8
3696,32
3697,13 29
3698,3 44
3699,28
3700,29 38
3701,1
3702,13
3703,16
3704,2
3705,43
3706,37
3707,2
3708,81
3709,31
3710,16
3711,16
3712,29
3713,32
3714,29 35
3715,55
3716,43
3717,31
3718,1
3719,29 38
3720,37
3721,1 12
3722,19 26
3723,28 29 35 85 86
3724,3 26
3725,44
3726,62
3727,31
3728,17
3729,2
3730,17
3731,2 42
3732,1
3733,14
3734,84
3735,16
3736,14
3737,16
3738,19
3739,19
3740,2
3741,2
3742,2
3743,2 3
3744,23
3745,29
3746,24
3747,43
3748,48
3749,37
3750,2
3751,35
3752,1
3753,2 42
3754,32
3755,37
3756,38
3757,65
3758,16
3759,31
3760,1
3761,1
3762,1
3763,31
3764,18
3765,18
3766,7
3767,2
3768,2
3769,2
3770,15
3771,55
3772,42
3773,37
3774,37
3775,5 8
3776,17
3777,17
3778,17
3779,5
3780,17
3781,7
3782,85 86
3783,35
3784,25
3785,3
3786,23 32
3787,23
3788,43
3789,37
3790,37
3791,37 48
3792,2
3793,2
3794,2
3795,2
3796,19
3797,30
3798,3 78
3799,9
3800,23
3801,2 42
3802,3 9 26
3803,26
3804,14
3805,29
3806,2
3807,29
3808,13
3809,4 41
3810,37
3811,8
3812,13
3813,3
3814,7
3815,8
3816,37
3817,13
3818,1
3819,37
3820,7
3821,21
3822,21
3823,17
3824,37
3825,19
3826,13
3827,37
3828,13 28
3829,43
3830,7
3831,13
3832,13
3833,13
3834,13 14 50
3835,3
3836,13 79
3837,4
3838,37
3839,17
3840,13
3841,21 34
3842,13
3843,21
3844,37 48
3845,21
3846,13
3847,32
3848,41
3849,1 12
3850,4 13 44
3851,13
3852,35
3853,68
3854,13
3855,8
3856,14
3857,17
3858,32
3859,18
3860,1
3861,2
3862,13
3863,2
3864,8
3865,1
3866,1 12
3867,14
3868,22 44
3869,44
3870,7 15
3871,1 12
3872,23
3873,28
3874,12
3875,2
3876,1
3877,3 44
3878,29
3879,31
3880,32
3881,4
3882,1
3883,7
3884,1
3885,13
3886,16
3887,1
3888,60
3889,1
3890,1
3891,2
3892,5 8
3893,1
3894,12
3895,1
3896,21
3897,2
3898,13
3899,1
3900,1 12
3901,2
3902,16
3903,1
3904,1
3905,16
3906,16
3907,13
3908,14
3909,13
3910,4
3911,16
3912,37
3913,1 31
3914,43
3915,13
3916,1
3917,12
3918,37
3919,1
3920,1
3921,16
3922,1 12
3923,1
3924,1
3925,38
3926,4 44
3927,8
3928,21
3929,38
3930,21
3931,37
3932,71
3933,7
3934,23
3935,1 12
3936,16
3937,12
3938,2
3939,2
3940,42
3941,19
3942,2 42
3943,37
3944,7
3945,23
3946,55
3947,60
3948,14 29
3949,1
3950,1
3951,17
3952,54
3953,1
3954,17
3955,32
3956,26
3957,3 38
3958,67
3959,1
3960,37
3961,4
3962,4
3963,13
3964,1
3965,16
3966,12
3967,1
3968,45
3969,17
3970,37
3971,16
3972,1 31
3973,12
3974,17
3975,63
3976,17 87
3977,17
3978,17
3979,17
3980,1
3981,1
3982,43 65
3983,68
3984,13
3985,2 42
3986,2
3987,38
3988,21
3989,23
3990,1
3991,1
3992,88
3993,1
3994,7
3995,68
3996,44
3997,37 48
3998,18
3999,18
4000,17
4001,21
4002,7
4003,23 70
4004,35
4005,13
4006,4
4007,7
4008,37
4009,21 34
4010,17
4011,9
4012,32 43
4013,9
4014,3 18
4015,28
4016,29
4017,3
4018,9
4019,3 14
4020,7
4021,3 14
4022,8
4023,17
4024,3 9
4025,17
4026,17
4027,2
4028,37
4029,6
4030,37
4031,23
4032,23
4033,70
4034,65
4035,37
4036,14
4037,65
4038,2
4039,25
4040,37
4041,1 12
4042,1
4043,1
4044,28
4045,12
4046,46
4047,14
4048,14 32
4049,14
4050,19
4051,13
4052,38
4053,1 12
4054,12
4055,19
4056,16
4057,1
4058,3
4059,1
4060,7
4061,7
4062,53
4063,1 12
4064,19
4065,4
4066,17
4067,13
4068,17
4069,17
4070,13
4071,73
4072,4
4073,3 4
4074,4
4075,4
4076,23 55
4077,2
4078,3 4 38
4079,13
4080,23
4081,35
4082,1
4083,13
4084,7
4085,36
4086,4 13
4087,43
4088,41
4089,13
4090,4
4091,37
4092,13
4093,2 13
4094,35
4095,35
4096,35
4097,68
4098,1
4099,17
4100,2
4101,13
4102,1
4103,3
4104,31
4105,12
4106,87
4107,21
4108,3 29
4109,2
4110,13
4111,23
4112,7
4113,31
4114,2
4115,13
4116,43
4117,8
4118,1
4119,13
4120,9
4121,13
4122,1
4123,14
4124,13
4125,28
4126,2
4127,53
4128,12
4129,3
4130,43
4131,3
4132,25
4133,1
4134,65
4135,1
4136,16
4137,13
4138,4
4139,21
4140,1
4141,13
4142,32
4143,53
4144,2
4145,16
4146,7
4147,13
4148,16
4149,4
4150,2
4151,1
4152,1
4153,7 43
4154,16
4155,37
4156,1
4157,2
4158,1
4159,16
4160,1
4161,1
4162,56
4163,13
4164,13
4165,1 12
4166,1
4167,1
4168,1
4169,1
4170,1
4171,1
4172,13
4173,14
4174,13 14
4175,1
4176,1
4177,37
4178,1
4179,16
4180,4
4181,3
4182,19
4183,1
4184,31
4185,37
4186,37
4187,26
4188,37
4189,1 12
4190,1
4191,59
4192,29
4193,1
4194,1
4195,1
4196,56
4197,1
4198,2
4199,1
4200,14
4201,16
4202,19
4203,22
4204,2
4205,2
4206,14
4207,43 58
4208,16
4209,38
4210,15
4211,1
4212,1 12
4213,4
4214,1
4215,69
4216,1
4217,14
4218,1
4219,17 24
4220,13
4221,13 14
4222,15
4223,3
4224,4
4225,42
4226,1
4227,1
4228,1
4229,30
4230,1
4231,17
4232,17
4233,1
4234,2
4235,37 48
4236,48
4237,1
4238,12
4239,1
4240,17
4241,1
4242,2
4243,2 42
4244,25
4245,18
4246,17
4247,2
4248,17
4249,18
4250,17
4251,17
4252,18
4253,7
4254,14
4255,2 42
4256,23
4257,2 42
4258,2 42
4259,2 5 8
4260,2
4261,23
4262,7
4263,2
4264,23
4265,2
4266,2 42
4267,9
4268,15
4269,3 26
4270,28
4271,23
4272,28
4273,15
4274,29
4275,14
4276,9
4277,11
4278,9
4279,9
4280,8
4281,23
4282,23
4283,41
4284,58
4285,3
4286,34
4287,65
4288,17
4289,55
4290,8
4291,12
4292,65
4293,1
4294,26
4295,2 43
4296,31
4297,19 26
4298,4
4299,19
4300,37
4301,2
4302,4 18
4303,13
4304,21
4305,21
4306,1
4307,2
4308,4 18
4309,1 12
4310,19 26
4311,37
4312,23
4313,4
4314,4
4315,4
4316,19 26
4317,19
4318,21 34
4319,7
4320,3
4321,17
4322,17
4323,3
4324,20
4325,13
4326,20
4327,4
4328,4
4329,2 42
4330,17
4331,15
4332,17
4333,2
4334,17
4335,38
4336,25
4337,4 14
4338,8
4339,13 29 38
4340,13
4341,4
4342,31
4343,7
4344,16
4345,73
4346,2
4347,13 71
4348,7
4349,4
4350,37 53
4351,8
4352,23
4353,23
4354,25
4355,4 18
4356,2
4357,1
4358,1
4359,1
4360,3
4361,18 59
4362,5 8
4363,13
4364,13
4365,14 38
4366,1
4367,1
4368,37
4369,1
4370,23
4371,44
4372,21 34
4373,1 12
4374,21
4375,4 18
4376,37
4377,19
4378,44
4379,31
4380,37
4381,18
4382,17
4383,5 8
4384,1 12
4385,16
4386,4 18
4387,2
4388,2
4389,14
4390,4
4391,15
4392,20
4393,19
4394,12
4395,8
4396,1
4397,1
4398,2
4399,21 34
4400,4
4401,41
4402,3
4403,2
4404,37
4405,43
4406,19 26
4407,4 18
4408,1
4409,1
4410,1
4411,1 12
4412,1 12
4413,38
4414,13 14 38
4415,7
4416,13
4417,7
4418,1 12
4419,1
4420,14
4421,16
4422,1
4423,1
4424,1 12
4425,1
4426,37
4427,37
4428,37
4429,13
4430,23
4431,35
4432,1
4433,10
4434,1 12
4435,1
4436,1
4437,1
4438,17
4439,17
4440,17
4441,17
4442,27
4443,4
4444,13
4445,17
4446,17
4447,2
4448,5 8 59
4449,55
4450,4 42
4451,2
4452,2
4453,43
4454,37 46 48
4455,19 26
4456,35
4457,35
4458,23
4459,16
4460,1
4461,37
4462,37
4463,37
4464,25
4465,43
4466,4 18
4467,4
4468,45
4469,26
4470,56
4471,1
4472,2
4473,2 42
4474,2
4475,23
4476,1
4477,2 42
4478,1
4479,19 26
4480,1
4481,14 18
4482,17
4483,7
4484,42
4485,37
4486,30
4487,43
4488,2
4489,2
4490,7
4491,2
4492,2
4493,26
4494,29
4495,37
4496,23
4497,55
4498,62
4499,2
4500,37
4501,37
4502,37
4503,2
4504,25
4505,29
4506,2 42
4507,23
4508,19
4509,37
4510,37
4511,23 55
4512,2 42
4513,2
4514,2
4515,2
4516,15
4517,35
4518,23
4519,2
4520,37
4521,42
4522,37
4523,37
4524,51
4525,2
4526,2
4527,2
4528,2 42
4529,2
4530,14
4531,2
4532,2
4533,2
4534,2
4535,2
4536,2
4537,2
4538,2
4539,2
4540,48
4541,19 26
4542,19
4543,2
4544,2
4545,2
4546,29
4547,23
4548,17
4549,2
4550,2
4551,2 42
4552,26
4553,37
4554,66
4555,37
4556,37
4557,37
4558,37
4559,2 42
4560,9
4561,26
4562,9
4563,3
4564,9
4565,55
4566,8 28
4567,9
4568,28
4569,26
4570,28
4571,19
4572,53
4573,42
4574,3
4575,26
4576,3
4577,53
4578,14
4579,2 42
4580,37
4581,37
4582,3
4583,23 35
4584,9
4585,15
4586,4
4587,17
4588,1
4589,1 12
4590,1 12
4591,28
4592,7
4593,43 65
4594,1
4595,4 41
4596,4 41
4597,14 50 98
4598,21 34
4599,2
4600,28
4601,37
4602,4 18
4603,13
4604,13
4605,7
4606,7
4607,16
4608,1 31
4609,37
4610,1
4611,17
4612,17
4613,13
4614,37
4615,37
4616,21
4617,16
4618,4 59
4619,8
4620,17
4621,37
4622,14
4623,3
4624,1
4625,13
4626,20
4627,13
4628,17
4629,1
4630,12
4631,29
4632,9
4633,17
4634,13
4635,1
4636,21
4637,17
4638,17
4639,13
4640,13
4641,40
4642,14
4643,1
4644,1
4645,13
4646,3
4647,4
4648,13
4649,2 13
4650,28
4651,2
4652,1
4653,21
4654,29
4655,2
4656,19 26
4657,2 34
4658,1
4659,1
4660,38
4661,13
4662,22
4663,16
4664,22
4665,2 13
4666,13
4667,16
4668,17
4669,40
4670,23
4671,2 42
4672,16
4673,44
4674,43
4675,17
4676,77
4677,1 12
4678,59
4679,8
4680,1
4681,2
4682,1
4683,19
4684,37
4685,1 12
4686,1 31
4687,1
4688,13
4689,1
4690,1
4691,25
4692,12
4693,4 13
4694,13
4695,16
4696,1
4697,1
4698,1 12
4699,1
4700,1
4701,1 12
4702,31
4703,37
4704,13
4705,37
4706,29
4707,29
4708,1
4709,2
4710,2
4711,8
4712,31
4713,13
4714,3
4715,4 13
4716,4
4717,7
4718,43
4719,5 8
4720,19 26
4721,32
4722,2
4723,2 7
4724,1
4725,17
4726,17
4727,17 45
4728,19
4729,29
4730,23
4731,2
4732,1
4733,13
4734,21
4735,18
4736,1
4737,17
4738,1
4739,17
4740,17
4741,17
4742,31
4743,1
4744,55
4745,35
4746,37 48
4747,28
4748,14
4749,7
4750,22
4751,1
4752,1
4753,1
4754,34
4755,81
4756,2
4757,7
4758,1
4759,1
4760,1
4761,4
4762,40
4763,1
4764,1
4765,1 12
4766,44
4767,1
4768,4
4769,2 42
4770,37
4771,1
4772,17
4773,40
4774,4
4775,4
4776,21 34
4777,44
4778,18 59
4779,18
4780,18
4781,17
4782,17
4783,45
4784,17
4785,17
4786,29
4787,17
4788,17
4789,17
4790,17
4791,22
4792,9
4793,9
4794,9
4795,9
4796,2
4797,9
4798,9 26
4799,3 9 26 28
4800,3 9 26 28
4801,9
4802,7
4803,38
4804,40
4805,23
4806,35
4807,17
4808,19
4809,50
4810,17
4811,65
4812,2
4813,2
4814,17
4815,8 70
4816,3
4817,7
4818,70
4819,37 48
4820,37 48
4821,28
4822,28
4823,28
4824,4
4825,1
4826,1
4827,12
4828,23
4829,23
4830,37
4831,2
4832,19
4833,19
4834,28
4835,13
4836,37
4837,44
4838,19
4839,13
4840,13
4841,37
4842,32
4843,14
4844,16
4845,26
4846,32
4847,7 9 34
4848,15
4849,4
4850,14
4851,7
4852,2
4853,57
4854,20
4855,1 12
4856,15
4857,7
4858,13
4859,13 50
4860,4
4861,1 12
4862,1
4863,1
4864,20
4865,8
4866,7 38
4867,2 14
4868,13
4869,15
4870,13
4871,2
4872,1
4873,1
4874,3 4
4875,19
4876,2
4877,8
4878,1 12
4879,1
4880,1
4881,34
4882,1
4883,4 21 38
4884,59
4885,1
4886,1
4887,32
4888,4
4889,23 55
4890,35
4891,13
4892,2
4893,3
4894,3
4895,20
4896,2
4897,4
4898,59
4899,37
4900,26
4901,37
4902,35
4903,7
4904,26
4905,23
4906,3
4907,55
4908,1 12
4909,3
4910,32
4911,20
4912,32
4913,3
4914,36
4915,2
4916,13 29
4917,7
4918,1
4919,2
4920,13
4921,26
4922,1 12
4923,1 12
4924,56
4925,13
4926,2
4927,34
4928,13 14
4929,16
4930,13
4931,2
4932,13 79
4933,29
4934,37
4935,16
4936,21
4937,21
4938,37
4939,19 26
4940,1 12
4941,1
4942,1 12
4943,38
4944,3
4945,13
4946,19 26
4947,7
4948,1
4949,13
4950,1
4951,2
4952,20
4953,20
4954,14
4955,2
4956,38
4957,38
4958,35
4959,4 13
4960,2
4961,13
4962,15
4963,15
4964,3
4965,2
4966,3
4967,3
4968,16
4969,2
4970,7
4971,37
4972,22
4973,3
4974,13 14
4975,7 9
4976,37
4977,13
4978,32 43
4979,2 3 9
4980,37 48
4981,13
4982,26 36
4983,7 13
4984,5 13
4985,13
4986,1 12
4987,2
4988,14
4989,21
4990,3
4991,23 32
4992,14
4993,23 32 55
4994,29 38
4995,37
4996,13
4997,23 35
4998,29
4999,2
5000,13
5001,19
5002,51
5003,1
5004,16
5005,2 20
5006,1
5007,12
5008,25
5009,1
5010,56
5011,34
5012,16
5013,32
5014,35
5015,37
5016,37 51
5017,51 53
5018,1
5019,16
5020,16
5021,19
5022,12
5023,26
5024,2
5025,2
5026,1
5027,1
5028,12
5029,2
5030,1
5031,13
5032,22
5033,2
5034,2
5035,5 8
5036,8
5037,16
5038,62
5039,2
5040,3
5041,14
5042,70
5043,16
5044,1 12
5045,37
5046,38
5047,1
5048,2
5049,1
5050,23 32
5051,22
5052,7 28
5053,37
5054,1
5055,13
5056,13
5057,43
5058,13
5059,22 38
5060,59
5061,2
5062,13
5063,13
5064,13
5065,44
5066,7
5067,26
5068,13
5069,19
5070,13
5071,3
5072,43
5073,2
5074,4
5075,2
5076,9
5077,19 26
5078,1
5079,1
5080,37
5081,16
5082,14
5083,37
5084,25
5085,62
5086,9
5087,1
5088,73
5089,13
5090,1
5091,12
5092,14
5093,3
5094,1
5095,1
5096,12
5097,1
5098,15
5099,3 4 26
5100,7
5101,19
5102,19
5103,23
5104,37
5105,2 26
5106,15 21 34
5107,20
5108,3
5109,19
5110,2
5111,3
5112,37
5113,29
5114,2
5115,20
5116,3
5117,3
5118,2
5119,90
5120,20
5121,20
5122,1
5123,1 12
5124,16
5125,1 12
5126,1 12
5127,12
5128,1 12
5129,16
5130,1 31
5131,20
5132,13
5133,13 38
5134,3
5135,8
5136,21 62
5137,29
5138,13
5139,3
5140,20
5141,13
5142,14
5143,13
5144,2
5145,25
5146,21 34 38
5147,37
5148,1 12
5149,25
5150,15
5151,13
5152,50
5153,7 9 15
5154,3
5155,2
5156,29
5157,3 4 36 38
5158,2 13
5159,43
5160,3
5161,29
5162,3 38
5163,37
5164,14
5165,35
5166,26
5167,29
5168,29
5169,3
5170,3
5171,16
5172,42
5173,1
5174,3 26 78
5175,42
5176,2
5177,2
5178,43
5179,9 21
5180,29
5181,35
5182,29
5183,14
5184,43
5185,23
5186,32
5187,1 12
5188,37
5189,37
5190,2
5191,1
5192,2 42
5193,7
5194,23
5195,23
5196,23
5197,38
5198,26
5199,32
5200,16
5201,31
5202,29 35
5203,35
5204,7
5205,9
5206,2
5207,2
5208,8
5209,7
5210,2
5211,2 26
5212,20
5213,16
5214,12
5215,1
5216,13
5217,2
5218,32
5219,3 75
5220,1
5221,1 12
5222,1
5223,20
5224,20
5225,1
5226,1 12
5227,16
5228,1
5229,1
5230,1 12
5231,1 12
5232,16
5233,78
5234,1
5235,2
5236,20
5237,16
5238,1
5239,12
5240,1
5241,1
5242,1 12
5243,1 12
5244,1
5245,1
5246,1
5247,1
5248,71
5249,20
5250,43
5251,22
5252,23
5253,35
5254,3 44
5255,20
5256,37
5257,37
5258,4
5259,21 34
5260,3
5261,3
5262,20
5263,43 44
5264,23 32
5265,19
5266,8
5267,38
5268,9
5269,21
5270,43
5271,2
5272,21
5273,19 26
5274,42
5275,2
5276,35
5277,35
5278,32
5279,23
5280,5
5281,11
5282,2 26
5283,62
5284,3
5285,65
5286,3
5287,17
5288,1 12
5289,1 12
5290,45
5291,12
5292,13
5293,13 29
5294,2
5295,16
5296,50
5297,16
5298,4 14
5299,9
5300,2
5301,1
5302,1
5303,17
5304,13
5305,18
5306,37 48
5307,3
5308,3
5309,20
5310,13
5311,71
5312,37
5313,2
5314,19
5315,20
5316,1
5317,3 13 38
5318,1
5319,2
5320,23
5321,21
5322,1
5323,29
5324,1
5325,1 12
5326,23 55
5327,37 48
5328,70
5329,1 12
5330,16
5331,23
5332,1
5333,39
5334,4
5335,50
5336,11
5337,2
5338,13 25
5339,2 32
5340,13
5341,19 26
5342,16
5343,20
5344,13
5345,27
5346,8 13 44
5347,1
5348,20
5349,22
5350,12
5351,16
5352,1
5353,17
5354,1
5355,17
5356,1
5357,7
5358,37
5359,20
5360,37
5361,25
5362,23
5363,20
5364,12
5365,16
5366,12
5367,16
5368,1
5369,23
5370,17
5371,37
5372,17
5373,16
5374,16
5375,37
5376,17
5377,17
5378,20
5379,1
5380,17
5381,1
5382,1 12
5383,35
5384,29
5385,16
5386,23
5387,12
5388,24
5389,29
5390,17 83
5391,15
5392,2
5393,20
5394,20
5395,4 55
5396,62
5397,1
5398,1
5399,19
5400,37
5401,43
5402,23
5403,19
5404,16
5405,16
5406,1
5407,17
5408,17
5409,1
5410,17
5411,17
5412,17
5413,17 45
5414,17
5415,45
5416,17
5417,17
5418,1
5419,37
5420,23
5421,23
5422,23 35
5423,17
5424,17
5425,2 42
